Data,Horario,Usuario,Valor,TransferID,Pais,Descricao
2018-11-21,00:59:48,Ana,1242.952,115394147,Argentina,NA
2018-11-21,00:56:47,Sara,341.8358,115565559,Argentina,NA
2018-11-21,00:49:13,Sara,2327.407,115187309,Argentina,NA
2018-11-21,00:41:43,Luan,1009.433,115466933,Argentina,NA
2018-11-21,00:24:16,Luan,1851.677,115119948,Argentina,NA
2018-11-20,23:53:37,Sara,2343.333,115808585,Argentina,NA
2018-11-20,23:48:33,Davi,2641.955,114446485,Argentina,NA
2018-11-20,23:21:31,Ana,3616.06,114916418,Argentina,NA
2018-11-20,23:07:09,Sara,1395.065,114520856,Argentina,NA
2018-11-20,23:06:27,Eva,1906.661,114767620,Argentina,NA
2018-11-20,22:37:20,Ana,2442.177,115641499,Argentina,NA
2018-11-20,22:37:16,Eva,1047.051,115865346,Argentina,NA
2018-11-20,22:33:26,Caio,579.812,114753929,Argentina,NA
2018-11-20,22:24:28,Rose,670.8739,115974360,Argentina,NA
2018-11-20,22:00:14,Caio,658.4501,114325251,Argentina,NA
2018-11-20,21:57:42,Ana,1288.102,116048013,Argentina,NA
2018-11-20,21:57:03,Eva,2211.648,115956252,Argentina,NA
2018-11-20,21:45:09,Eva,3517.317,114365428,Argentina,NA
2018-11-20,21:15:48,Sara,733.7466,115665980,Argentina,NA
2018-11-20,21:14:59,Eva,2240.029,114342529,Argentina,NA
2018-11-20,21:11:00,Sara,3471.652,116372021,Argentina,NA
2018-11-20,20:40:12,Luan,1101.349,116165594,Argentina,NA
2018-11-20,20:04:02,Luan,536.9352,115906514,Argentina,NA
2018-11-20,20:03:49,Rose,1036.519,116111522,Argentina,NA
2018-11-20,19:27:17,Luan,793.0324,115201635,Argentina,NA
2018-11-20,19:25:39,Ana,810.6341,115162833,Argentina,NA
2018-11-20,19:22:30,Jean,1028.137,116392034,Argentina,NA
2018-11-20,19:04:20,Jean,4505.573,114486053,Argentina,NA
2018-11-20,18:47:53,Davi,1809.256,114226518,Argentina,NA
2018-11-20,18:38:07,Caio,879.1062,116045764,Argentina,NA
2018-11-20,18:36:00,Jean,455.2305,115294562,Argentina,NA
2018-11-20,18:34:01,Eva,746.7285,115704918,Argentina,NA
2018-11-20,18:26:01,Davi,1476.354,115838051,Argentina,NA
2018-11-20,18:20:25,Ana,2751.67,115892772,Argentina,NA
2018-11-20,17:52:17,Ana,1300.992,115999803,Argentina,NA
2018-11-20,17:36:29,Ana,121.485,114408256,Argentina,NA
2018-11-20,17:28:24,Eva,2231.184,114203821,Argentina,NA
2018-11-20,17:23:17,Rose,2223.995,115044021,Argentina,NA
2018-11-20,16:58:25,Jean,4300.038,115329095,Argentina,NA
2018-11-20,16:56:09,Sara,887.1456,116322324,Argentina,NA
2018-11-20,16:55:26,Caio,207.7399,115129990,Argentina,NA
2018-11-20,16:49:24,Eva,1262.349,115448600,Argentina,NA
2018-11-20,16:41:59,Caio,1365.832,115532829,Argentina,NA
2018-11-20,16:29:21,Sara,2286.618,114351675,Argentina,NA
2018-11-20,16:24:19,Rose,659.0694,114219772,Argentina,NA
2018-11-20,15:59:17,Eva,29.39082,114415804,Argentina,NA
2018-11-20,14:27:54,Ana,1797.334,115779919,Argentina,NA
2018-11-20,14:00:49,Rose,1475.304,115057783,Argentina,NA
2018-11-20,13:46:55,Caio,546.5477,115413524,Argentina,NA
2018-11-20,13:46:45,Sara,1478.841,114803620,Argentina,NA
2018-11-20,13:37:57,Sara,608.2753,114326845,Argentina,NA
2018-11-20,13:31:53,Eva,2706.095,115899395,Argentina,NA
2018-11-20,13:17:55,Sara,2853.372,116361732,Argentina,NA
2018-11-20,12:40:06,Davi,865.3736,115639277,Argentina,NA
2018-11-20,12:29:32,Ana,983.8527,114436727,Argentina,NA
2018-11-20,12:16:11,Luan,1750.378,115390834,Argentina,NA
2018-11-20,12:10:53,Eva,245.6565,115456778,Argentina,NA
2018-11-20,11:11:28,Rose,561.3959,116054164,Argentina,NA
2018-11-20,10:50:07,Eva,3416.803,115564500,Argentina,NA
2018-11-20,10:32:07,Rose,4601.941,114849145,Argentina,NA
2018-11-20,10:25:03,Luan,2885.349,115146591,Argentina,NA
2018-11-20,09:58:25,Eva,331.3351,114466324,Argentina,NA
2018-11-20,08:47:00,Jean,218.524,116187604,Argentina,NA
2018-11-20,08:30:26,Sara,666.6345,114844406,Argentina,NA
2018-11-20,08:24:26,Luan,1471.318,115704912,Argentina,NA
2018-11-20,08:22:51,Ana,560.6607,115714887,Argentina,NA
2018-11-20,08:21:41,Luan,534.1132,115363365,Argentina,NA
2018-11-20,08:08:50,Luan,2304.327,114909613,Argentina,NA
2018-11-20,07:48:27,Ana,4141.615,115335691,Argentina,NA
2018-11-20,07:43:01,Luan,2197.027,115150333,Argentina,NA
2018-11-20,07:37:23,Rose,2632.011,116339574,Argentina,NA
2018-11-20,06:52:59,Davi,226.0524,114829826,Argentina,NA
2018-11-20,06:51:18,Sara,1386.707,115109493,Argentina,NA
2018-11-20,06:44:31,Davi,313.2337,115511696,Argentina,NA
2018-11-20,06:36:59,Rose,3833.08,115245711,Argentina,NA
2018-11-20,06:26:36,Caio,13.64041,116070327,Argentina,NA
2018-11-20,06:21:44,Luan,882.9152,114833769,Argentina,NA
2018-11-20,06:19:56,Ana,1289.864,114938491,Argentina,NA
2018-11-20,06:17:12,Davi,2720.85,114927785,Argentina,NA
2018-11-20,06:05:41,Caio,2776.627,115514247,Argentina,NA
2018-11-20,06:00:05,Eva,4818.735,114618959,Argentina,NA
2018-11-20,05:56:32,Ana,2148.748,115180108,Argentina,NA
2018-11-20,05:41:03,Luan,1950.947,115144392,Argentina,NA
2018-11-20,05:38:13,Ana,1515.69,116275901,Argentina,NA
2018-11-20,04:51:04,Davi,1518.09,116130373,Argentina,NA
2018-11-20,04:45:27,Jean,2686.147,114340175,Argentina,NA
2018-11-20,03:59:04,Davi,1671.765,115062830,Argentina,NA
2018-11-20,03:26:21,Luan,249.7175,115602213,Argentina,NA
2018-11-20,03:20:58,Caio,80.76253,115901269,Argentina,NA
2018-11-20,03:05:10,Davi,489.0775,115054553,Argentina,NA
2018-11-20,02:47:39,Caio,3097.788,114872368,Argentina,NA
2018-11-20,02:41:58,Sara,22.01918,114319493,Argentina,NA
2018-11-20,02:35:50,Rose,461.9805,115338486,Argentina,NA
2018-11-20,02:35:33,Rose,95.63245,115522090,Argentina,NA
2018-11-20,02:00:20,Davi,1703.093,116385729,Argentina,NA
2018-11-20,01:29:46,Luan,1932.128,114885412,Argentina,NA
2018-11-20,01:05:35,Eva,398.9562,116335425,Argentina,NA
2018-11-20,00:38:16,Ana,2421.44,116060707,Argentina,NA
2018-11-20,00:33:54,Ana,1586.335,116032252,Argentina,NA
2018-11-20,00:00:33,Jean,383.1495,114733089,Argentina,NA
2018-11-19,23:58:06,Sara,84.40238,115910361,Argentina,NA
2018-11-19,23:57:38,Luan,1887.804,116062968,Argentina,NA
2018-11-19,23:47:39,Jean,1569.391,115415908,Argentina,NA
2018-11-19,23:22:33,Eva,1046.902,114521509,Argentina,NA
2018-11-19,22:46:25,Davi,722.1357,114499483,Argentina,NA
2018-11-19,22:17:37,Rose,3075.457,116031278,Argentina,NA
2018-11-19,22:16:19,Jean,919.0026,116003146,Argentina,NA
2018-11-19,22:14:54,Rose,412.3809,115409163,Argentina,NA
2018-11-19,21:37:33,Rose,1035.298,115234984,Argentina,NA
2018-11-19,21:30:32,Caio,591.3195,114408558,Argentina,NA
2018-11-19,21:26:44,Rose,264.2303,116294117,Argentina,NA
2018-11-19,21:25:25,Davi,1142.26,115288510,Argentina,NA
2018-11-19,20:38:10,Ana,784.8319,115673052,Argentina,NA
2018-11-19,20:26:00,Sara,310.5803,114884224,Argentina,NA
2018-11-19,20:22:07,Sara,157.8263,115798786,Argentina,NA
2018-11-19,19:28:26,Luan,1983.918,115472040,Argentina,NA
2018-11-19,19:23:11,Davi,71.34737,114755234,Argentina,NA
2018-11-19,18:29:55,Caio,2311.466,115186306,Argentina,NA
2018-11-19,17:52:31,Sara,2843.355,114786513,Argentina,NA
2018-11-19,17:28:16,Jean,2718.741,115857833,Argentina,NA
2018-11-19,17:25:41,Jean,3382.2,114685143,Argentina,NA
2018-11-19,17:19:46,Luan,2267.279,115647654,Argentina,NA
2018-11-19,17:07:53,Caio,1719.9,115759426,Argentina,NA
2018-11-19,16:35:43,Caio,523.4923,115578692,Argentina,NA
2018-11-19,15:58:49,Sara,1718.975,114429732,Argentina,NA
2018-11-19,15:45:30,Ana,123.5384,115689373,Argentina,NA
2018-11-19,15:43:24,Jean,197.6397,114904252,Argentina,NA
2018-11-19,15:32:56,Rose,502.5111,115335147,Argentina,NA
2018-11-19,15:02:49,Luan,2518.327,115294651,Argentina,NA
2018-11-19,14:50:05,Jean,2490.111,116302867,Argentina,NA
2018-11-19,14:31:49,Ana,1329.422,115633995,Argentina,NA
2018-11-19,14:21:09,Caio,582.4841,115235203,Argentina,NA
2018-11-19,14:15:42,Jean,2402.734,115257211,Argentina,NA
2018-11-19,13:58:54,Rose,902.6706,116065767,Argentina,NA
2018-11-19,13:56:21,Eva,1348.444,115644611,Argentina,NA
2018-11-19,13:51:06,Davi,2192.529,114377864,Argentina,NA
2018-11-19,13:33:06,Ana,1180.417,115968266,Argentina,NA
2018-11-19,13:31:08,Jean,1617.095,115822272,Argentina,NA
2018-11-19,13:05:21,Ana,2207.573,114396140,Argentina,NA
2018-11-19,12:53:36,Luan,289.2193,114497905,Argentina,NA
2018-11-19,12:32:18,Luan,932.4265,115228720,Argentina,NA
2018-11-19,12:26:11,Caio,344.1525,114565759,Argentina,NA
2018-11-19,12:24:41,Rose,781.2832,114966918,Argentina,NA
2018-11-19,12:18:57,Ana,195.8334,114568346,Argentina,NA
2018-11-19,12:04:58,Ana,2293.535,115815132,Argentina,NA
2018-11-19,11:52:53,Ana,658.7503,114360008,Argentina,NA
2018-11-19,11:46:01,Rose,1042.453,114222633,Argentina,NA
2018-11-19,11:26:18,Luan,2115.947,114538974,Argentina,NA
2018-11-19,11:21:22,Ana,1173.972,114234669,Argentina,NA
2018-11-19,11:19:02,Sara,3230.28,116378094,Argentina,NA
2018-11-19,10:58:26,Eva,2313.839,114277947,Argentina,NA
2018-11-19,10:56:01,Sara,1614.013,114220537,Argentina,NA
2018-11-19,10:54:32,Rose,2487.898,116370634,Argentina,NA
2018-11-19,10:11:01,Rose,325.2331,115368292,Argentina,NA
2018-11-19,10:10:44,Eva,331.4639,116267562,Argentina,NA
2018-11-19,09:43:50,Davi,399.5396,115134565,Argentina,NA
2018-11-19,09:40:44,Sara,1697.99,115756593,Argentina,NA
2018-11-19,09:38:58,Sara,194.8617,115869286,Argentina,NA
2018-11-19,09:23:35,Luan,269.9008,114674794,Argentina,NA
2018-11-19,09:08:17,Sara,2255.686,115318250,Argentina,NA
2018-11-19,09:01:33,Caio,914.6211,116063601,Argentina,NA
2018-11-19,08:52:34,Luan,2557.764,114653318,Argentina,NA
2018-11-19,08:42:13,Davi,408.8028,115811576,Argentina,NA
2018-11-19,08:37:14,Caio,2691.333,115238039,Argentina,NA
2018-11-19,08:36:02,Eva,1470.829,116061494,Argentina,NA
2018-11-19,08:27:51,Caio,1255.485,115554766,Argentina,NA
2018-11-19,08:18:20,Luan,2392.472,114492358,Argentina,NA
2018-11-19,07:25:52,Caio,1267.764,116063965,Argentina,NA
2018-11-19,06:59:44,Eva,1842.836,114299649,Argentina,NA
2018-11-19,06:55:20,Davi,706.9335,114623797,Argentina,NA
2018-11-19,06:52:42,Caio,1398.695,114489890,Argentina,NA
2018-11-19,06:40:13,Eva,1867.308,116115675,Argentina,NA
2018-11-19,06:21:00,Luan,921.092,115990577,Argentina,NA
2018-11-19,06:12:50,Luan,1885.839,115807792,Argentina,NA
2018-11-19,05:54:17,Eva,584.9855,114700606,Argentina,NA
2018-11-19,05:28:26,Jean,1410.428,115559397,Argentina,NA
2018-11-19,05:24:17,Davi,1285.876,115008395,Argentina,NA
2018-11-19,05:15:51,Jean,90.09443,116191993,Argentina,NA
2018-11-19,05:15:02,Eva,403.6522,115814236,Argentina,NA
2018-11-19,05:12:27,Davi,364.4216,115513073,Argentina,NA
2018-11-19,04:55:03,Sara,1139.056,114213032,Argentina,NA
2018-11-19,04:33:42,Sara,2455.022,115744649,Argentina,NA
2018-11-19,03:18:43,Jean,540.7,115128805,Argentina,NA
2018-11-19,03:07:55,Davi,2787.389,115484044,Argentina,NA
2018-11-19,02:50:36,Caio,183.2929,116041391,Argentina,NA
2018-11-19,02:48:30,Eva,537.3579,116317115,Argentina,NA
2018-11-19,02:44:52,Jean,1186.475,114454466,Argentina,NA
2018-11-19,02:20:16,Rose,243.0754,115352839,Argentina,NA
2018-11-19,01:36:37,Luan,360.699,114736883,Argentina,NA
2018-11-19,01:24:45,Rose,1786.578,114488676,Argentina,NA
2018-11-19,01:23:03,Rose,94.93628,115868488,Argentina,NA
2018-11-19,01:05:03,Ana,329.1368,115825417,Argentina,NA
2018-11-19,00:23:37,Eva,440.442,115126884,Argentina,NA
2018-11-19,00:05:54,Davi,63.90838,114912829,Argentina,NA
2018-11-18,23:57:46,Jean,549.6268,115949862,Argentina,NA
2018-11-18,23:55:51,Eva,366.2542,115805409,Argentina,NA
2018-11-18,23:50:07,Sara,2161.202,115420426,Argentina,NA
2018-11-18,23:46:08,Luan,2680.55,115987758,Argentina,NA
2018-11-18,23:24:49,Davi,1161.677,115351113,Argentina,NA
2018-11-18,23:23:28,Rose,158.5225,114872025,Argentina,NA
2018-11-18,23:13:17,Jean,2690.769,115783845,Argentina,NA
2018-11-18,22:58:17,Davi,998.3409,114294749,Argentina,NA
2018-11-18,22:42:25,Caio,1077.369,115579084,Argentina,NA
2018-11-18,22:27:46,Davi,1294.61,115196053,Argentina,NA
2018-11-18,22:26:35,Luan,2810.391,115886141,Argentina,NA
2018-11-18,21:50:26,Rose,305.8451,114913165,Argentina,NA
2018-11-18,21:47:03,Ana,3087.755,115304331,Argentina,NA
2018-11-18,21:46:42,Caio,2164.139,116034832,Argentina,NA
2018-11-18,21:43:51,Eva,3371.312,114700383,Argentina,NA
2018-11-18,21:43:42,Davi,6.740609,115830326,Argentina,NA
2018-11-18,21:28:27,Jean,3086.877,114532396,Argentina,NA
2018-11-18,21:24:18,Sara,949.1749,114551804,Argentina,NA
2018-11-18,20:41:53,Ana,2931.614,114726287,Argentina,NA
2018-11-18,20:23:33,Sara,167.1424,114766418,Argentina,NA
2018-11-18,20:17:32,Davi,120.7509,116308560,Argentina,NA
2018-11-18,19:55:04,Rose,1699.299,114690611,Argentina,NA
2018-11-18,19:52:59,Ana,1790.657,116196377,Argentina,NA
2018-11-18,19:51:54,Eva,1293.268,114799779,Argentina,NA
2018-11-18,19:35:19,Ana,242.3144,115775493,Argentina,NA
2018-11-18,19:19:30,Sara,3790.827,115422887,Argentina,NA
2018-11-18,18:52:05,Luan,2559.081,114226624,Argentina,NA
2018-11-18,18:49:22,Caio,2535.615,114253047,Argentina,NA
2018-11-18,18:30:03,Jean,920.9117,115252467,Argentina,NA
2018-11-18,18:03:06,Caio,1879.157,114679623,Argentina,NA
2018-11-18,17:59:21,Sara,84.03948,115917230,Argentina,NA
2018-11-18,17:22:41,Jean,1048.233,114557179,Argentina,NA
2018-11-18,17:20:44,Ana,3714.711,114642658,Argentina,NA
2018-11-18,17:16:16,Jean,691.6618,115068042,Argentina,NA
2018-11-18,17:03:18,Luan,151.6944,114652461,Argentina,NA
2018-11-18,16:28:50,Rose,1476.633,116105658,Argentina,NA
2018-11-18,16:11:45,Rose,1027.151,114449846,Argentina,NA
2018-11-18,15:58:05,Jean,358.0819,116169281,Argentina,NA
2018-11-18,15:46:17,Jean,408.6839,115847249,Argentina,NA
2018-11-18,15:23:01,Rose,1137.616,115173714,Argentina,NA
2018-11-18,15:19:21,Davi,2501.018,115813527,Argentina,NA
2018-11-18,15:04:04,Rose,2525.473,116172629,Argentina,NA
2018-11-18,14:50:15,Rose,529.25,114837016,Argentina,NA
2018-11-18,14:39:44,Luan,2903.08,115152398,Argentina,NA
2018-11-18,14:07:51,Davi,2078.513,115617069,Argentina,NA
2018-11-18,14:04:15,Caio,281.9299,114373735,Argentina,NA
2018-11-18,13:51:52,Davi,1915.231,115255334,Argentina,NA
2018-11-18,13:40:29,Caio,1479.161,115274608,Argentina,NA
2018-11-18,13:08:27,Rose,1803.711,114423683,Argentina,NA
2018-11-18,13:02:00,Davi,586.6117,115645556,Argentina,NA
2018-11-18,12:51:21,Caio,3120.887,115172491,Argentina,NA
2018-11-18,12:33:48,Sara,1106.374,115244570,Argentina,NA
2018-11-18,12:19:09,Eva,714.2748,116358792,Argentina,NA
2018-11-18,12:06:35,Rose,509.8515,114464226,Argentina,NA
2018-11-18,12:01:35,Ana,127.1037,116270771,Argentina,NA
2018-11-18,11:51:47,Ana,1240.144,116344825,Argentina,NA
2018-11-18,11:35:06,Rose,13.813,114538065,Argentina,NA
2018-11-18,11:29:19,Caio,345.3219,115251805,Argentina,NA
2018-11-18,11:26:14,Jean,895.4185,115764093,Argentina,NA
2018-11-18,11:24:27,Davi,4333.141,115792137,Argentina,NA
2018-11-18,11:22:54,Davi,2903.275,116343068,Argentina,NA
2018-11-18,11:20:26,Ana,524.6785,115020877,Argentina,NA
2018-11-18,11:12:46,Luan,291.6121,116028150,Argentina,NA
2018-11-18,10:58:52,Sara,571.637,115530100,Argentina,NA
2018-11-18,10:54:15,Luan,2644.755,116390320,Argentina,NA
2018-11-18,10:41:43,Sara,292.1537,116073745,Argentina,NA
2018-11-18,10:30:35,Sara,3195.205,115005216,Argentina,NA
2018-11-18,10:17:57,Jean,2349.527,115923566,Argentina,NA
2018-11-18,10:11:17,Sara,1457.478,115810830,Argentina,NA
2018-11-18,10:09:04,Eva,1014.268,115196846,Argentina,NA
2018-11-18,10:08:45,Caio,1837.161,114631493,Argentina,NA
2018-11-18,09:59:02,Sara,316.1518,116152210,Argentina,NA
2018-11-18,09:44:15,Davi,512.0168,115452416,Argentina,NA
2018-11-18,09:22:35,Jean,65.5641,115598914,Argentina,NA
2018-11-18,09:18:58,Jean,2082.785,116214480,Argentina,NA
2018-11-18,09:05:14,Luan,632.9101,115167432,Argentina,NA
2018-11-18,09:04:25,Luan,3319.751,115152164,Argentina,NA
2018-11-18,08:57:52,Davi,1966.072,116368561,Argentina,NA
2018-11-18,08:47:31,Sara,691.9968,114575057,Argentina,NA
2018-11-18,08:34:07,Sara,243.2012,115452096,Argentina,NA
2018-11-18,08:31:35,Ana,451.3204,114340251,Argentina,NA
2018-11-18,08:07:36,Jean,2043.331,116294494,Argentina,NA
2018-11-18,07:59:18,Eva,191.393,116100592,Argentina,NA
2018-11-18,07:51:38,Caio,1154.203,114465839,Argentina,NA
2018-11-18,07:45:41,Ana,481.7826,116027321,Argentina,NA
2018-11-18,07:37:44,Caio,721.4314,114479389,Argentina,NA
2018-11-18,07:35:37,Caio,1411.337,115380711,Argentina,NA
2018-11-18,07:22:58,Ana,2086.234,115428251,Argentina,NA
2018-11-18,07:11:58,Luan,1915.351,114648341,Argentina,NA
2018-11-18,06:40:54,Jean,1659.628,116350998,Argentina,NA
2018-11-18,06:05:13,Jean,1698.661,116328557,Argentina,NA
2018-11-18,04:54:24,Ana,300.2577,116099557,Argentina,NA
2018-11-18,04:42:54,Luan,1870.141,115116970,Argentina,NA
2018-11-18,04:41:05,Jean,1273.516,116067076,Argentina,NA
2018-11-18,04:39:29,Ana,2989.207,116155159,Argentina,NA
2018-11-18,03:58:41,Eva,2271.91,114452366,Argentina,NA
2018-11-18,03:36:21,Rose,179.4367,115458625,Argentina,NA
2018-11-18,03:13:24,Ana,1969.919,114749502,Argentina,NA
2018-11-18,02:47:38,Luan,1419.387,114918975,Argentina,NA
2018-11-18,02:46:42,Caio,2104.136,114580536,Argentina,NA
2018-11-18,02:45:42,Rose,2905.951,114575463,Argentina,NA
2018-11-18,02:29:35,Jean,174.7356,114793470,Argentina,NA
2018-11-18,02:27:13,Davi,955.7148,114846648,Argentina,NA
2018-11-18,02:15:10,Caio,829.7145,115285063,Argentina,NA
2018-11-18,02:13:13,Luan,2198.853,114968186,Argentina,NA
2018-11-18,02:10:50,Jean,276.9516,114385636,Argentina,NA
2018-11-18,01:50:28,Caio,2731.595,116120771,Argentina,NA
2018-11-18,01:43:12,Jean,170.7222,114829342,Argentina,NA
2018-11-18,01:42:34,Jean,532.0046,114323468,Argentina,NA
2018-11-18,01:13:20,Jean,2484.161,116116142,Argentina,NA
2018-11-18,01:07:56,Rose,460.4026,114704610,Argentina,NA
2018-11-18,01:05:03,Caio,113.8005,114582987,Argentina,NA
2018-11-18,00:21:28,Rose,1297.732,114282632,Argentina,NA
2018-11-18,00:20:37,Sara,1174.609,115258080,Argentina,NA
2018-11-18,00:16:52,Jean,2485.725,114409648,Argentina,NA
2018-11-18,00:12:38,Luan,4396.741,116142014,Argentina,NA
2018-11-18,00:04:25,Luan,817.4184,115379484,Argentina,NA
2018-11-17,23:43:41,Ana,861.841,114319228,Argentina,NA
2018-11-17,23:30:14,Davi,2443.386,116085112,Argentina,NA
2018-11-17,22:47:43,Caio,2468.533,114717534,Argentina,NA
2018-11-17,22:31:46,Sara,3193.704,116255251,Argentina,NA
2018-11-17,22:25:22,Caio,2.733641,115021558,Argentina,NA
2018-11-17,22:20:22,Eva,1947.674,115366502,Argentina,NA
2018-11-17,22:13:45,Rose,1999.966,115475925,Argentina,NA
2018-11-17,21:44:01,Luan,1679.214,114668044,Argentina,NA
2018-11-17,21:43:07,Eva,1528.078,115848277,Argentina,NA
2018-11-17,21:42:36,Jean,800.7373,114232324,Argentina,NA
2018-11-17,21:32:43,Sara,193.21,114370166,Argentina,NA
2018-11-17,21:21:08,Rose,1685.127,115764019,Argentina,NA
2018-11-17,21:07:51,Eva,914.9638,114921426,Argentina,NA
2018-11-17,21:07:49,Davi,2206.32,116140172,Argentina,NA
2018-11-17,20:55:40,Sara,271.9225,115847992,Argentina,NA
2018-11-17,20:40:02,Rose,39.79764,114360393,Argentina,NA
2018-11-17,20:35:43,Rose,134.1084,115106963,Argentina,NA
2018-11-17,20:28:41,Rose,2900.577,115819266,Argentina,NA
2018-11-17,19:56:04,Eva,569.3472,115897072,Argentina,NA
2018-11-17,19:43:17,Caio,3441.843,115364760,Argentina,NA
2018-11-17,19:04:54,Sara,1134.326,114831222,Argentina,NA
2018-11-17,19:02:20,Caio,636.2448,116256457,Argentina,NA
2018-11-17,19:01:57,Davi,619.9431,115282053,Argentina,NA
2018-11-17,18:53:36,Jean,2767.805,115557067,Argentina,NA
2018-11-17,18:53:28,Eva,347.2852,115839917,Argentina,NA
2018-11-17,18:36:47,Davi,1558.75,115951691,Argentina,NA
2018-11-17,18:27:39,Ana,3212.877,114366078,Argentina,NA
2018-11-17,17:54:45,Ana,109.8931,114544691,Argentina,NA
2018-11-17,17:49:57,Caio,196.8596,116008067,Argentina,NA
2018-11-17,17:38:59,Sara,1111.289,116114022,Argentina,NA
2018-11-17,17:08:26,Davi,651.5529,114772807,Argentina,NA
2018-11-17,17:05:40,Davi,2079.414,114987586,Argentina,NA
2018-11-17,17:04:16,Eva,3261.501,115707182,Argentina,NA
2018-11-17,17:01:48,Sara,912.0678,115320150,Argentina,NA
2018-11-17,16:58:55,Caio,36.22226,115488905,Argentina,NA
2018-11-17,16:58:15,Luan,1714.636,115818604,Argentina,NA
2018-11-17,16:23:45,Sara,2652.496,114934392,Argentina,NA
2018-11-17,16:15:43,Jean,253.7771,115415786,Argentina,NA
2018-11-17,16:08:14,Caio,2665.597,115747042,Argentina,NA
2018-11-17,15:46:29,Davi,832.6009,115216249,Argentina,NA
2018-11-17,15:34:42,Sara,1099.128,114914576,Argentina,NA
2018-11-17,15:15:15,Ana,368.7332,115158462,Argentina,NA
2018-11-17,13:57:39,Davi,1421.995,116294259,Argentina,NA
2018-11-17,13:02:38,Caio,1587.701,116265218,Argentina,NA
2018-11-17,12:48:04,Ana,2971.807,115018162,Argentina,NA
2018-11-17,12:47:18,Luan,334.2091,114836675,Argentina,NA
2018-11-17,12:46:35,Sara,819.848,115513428,Argentina,NA
2018-11-17,12:20:39,Jean,1758.433,114931862,Argentina,NA
2018-11-17,11:24:36,Sara,4115.353,116249993,Argentina,NA
2018-11-17,11:07:55,Luan,2615.455,115861201,Argentina,NA
2018-11-17,10:31:32,Ana,2420.643,115689806,Argentina,NA
2018-11-17,10:13:17,Rose,3211.395,115114835,Argentina,NA
2018-11-17,09:43:39,Caio,1534.089,115619282,Argentina,NA
2018-11-17,09:41:31,Caio,302.3435,114405621,Argentina,NA
2018-11-17,09:28:18,Rose,1722.872,115722094,Argentina,NA
2018-11-17,09:17:09,Eva,2835.815,115967729,Argentina,NA
2018-11-17,08:30:21,Rose,817.2664,115905957,Argentina,NA
2018-11-17,07:41:06,Luan,322.0617,114279952,Argentina,NA
2018-11-17,07:35:29,Rose,2229.426,116126301,Argentina,NA
2018-11-17,07:11:32,Sara,2867.274,114302636,Argentina,NA
2018-11-17,07:09:35,Davi,1001.591,114359891,Argentina,NA
2018-11-17,06:39:10,Rose,1445.848,116384039,Argentina,NA
2018-11-17,06:34:50,Rose,2521.809,115145684,Argentina,NA
2018-11-17,06:03:42,Rose,2793.156,114849105,Argentina,NA
2018-11-17,05:53:16,Luan,2767.046,114435193,Argentina,NA
2018-11-17,05:43:56,Jean,4201.124,116392483,Argentina,NA
2018-11-17,05:25:04,Eva,333.6477,115266750,Argentina,NA
2018-11-17,05:17:46,Luan,2592.111,114928990,Argentina,NA
2018-11-17,05:11:59,Ana,235.381,114816506,Argentina,NA
2018-11-17,05:03:28,Luan,1475.038,115277029,Argentina,NA
2018-11-17,04:56:26,Rose,2831.034,114239133,Argentina,NA
2018-11-17,04:48:49,Jean,369.5415,114270704,Argentina,NA
2018-11-17,04:17:41,Sara,363.1437,114523153,Argentina,NA
2018-11-17,04:13:58,Rose,2931.263,115867353,Argentina,NA
2018-11-17,04:03:05,Caio,1569.136,114723926,Argentina,NA
2018-11-17,04:02:01,Jean,2136.731,114901720,Argentina,NA
2018-11-17,03:57:01,Caio,16.13323,115800595,Argentina,NA
2018-11-17,03:56:10,Rose,512.4991,116169362,Argentina,NA
2018-11-17,03:18:29,Luan,901.042,114775180,Argentina,NA
2018-11-17,02:59:02,Eva,1902.492,115480029,Argentina,NA
2018-11-17,02:42:39,Luan,2505.747,116303219,Argentina,NA
2018-11-17,02:37:54,Rose,593.6603,114644159,Argentina,NA
2018-11-17,02:32:12,Davi,2222.249,115840831,Argentina,NA
2018-11-17,02:30:56,Davi,3520.032,114823911,Argentina,NA
2018-11-17,02:22:22,Ana,1524.156,115372474,Argentina,NA
2018-11-17,02:07:27,Luan,1510.684,115777371,Argentina,NA
2018-11-17,02:05:24,Luan,1938.88,114339357,Argentina,NA
2018-11-17,01:57:02,Caio,4063.992,114534314,Argentina,NA
2018-11-17,01:41:33,Sara,110.274,114409786,Argentina,NA
2018-11-17,01:12:47,Caio,2245.907,115215909,Argentina,NA
2018-11-17,00:41:53,Davi,1115.541,115230818,Argentina,NA
2018-11-17,00:36:08,Sara,1940.665,116139827,Argentina,NA
2018-11-17,00:33:20,Eva,956.4824,116108482,Argentina,NA
2018-11-17,00:28:35,Eva,1156.748,114204212,Argentina,NA
2018-11-17,00:24:14,Luan,2335.184,116281831,Argentina,NA
2018-11-17,00:18:56,Ana,564.8034,115447412,Argentina,NA
2018-11-17,00:13:56,Davi,2319.48,114876757,Argentina,NA
2018-11-17,00:03:35,Sara,1231.847,115897661,Argentina,NA
2018-11-16,23:57:24,Ana,554.9617,115231102,Argentina,NA
2018-11-16,23:50:11,Eva,2765.068,114801023,Argentina,NA
